Time(s),Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14
10.049,0.415000,0.476000,1.236000,2.805000,0.098000,1.142000,0.477000,0.445000,3.370000,-1.596000,-1.401000,0.000000,-0.031000,0.126000
10.096,0.513000,0.442000,1.267000,2.771000,0.164000,1.109000,0.509000,0.413000,3.370000,-1.435000,-1.401000,-0.061000,-0.062000,0.000000
10.176,0.382000,0.442000,1.236000,2.771000,0.065000,1.142000,0.412000,0.413000,3.470000,-1.467000,-1.222000,-0.092000,0.040000,0.000000
10.231,0.382000,0.578000,1.233000,2.839000,0.098000,1.207000,0.412000,0.445000,3.337000,-1.467000,-1.401000,-0.092000,-0.062000,0.031000
10.348,0.382000,0.510000,1.199000,2.737000,0.131000,1.109000,0.423000,0.511000,3.370000,-1.352000,-1.434000,-0.031000,-0.031000,0.094000
10.399,0.480000,0.476000,1.301000,2.737000,0.065000,1.109000,0.444000,0.413000,3.337000,-1.435000,-1.498000,-0.123000,-0.031000,0.031000
10.458,0.415000,0.476000,1.236000,2.771000,0.065000,1.109000,0.575000,0.413000,3.470000,-1.435000,-1.255000,-0.092000,0.040000,-0.031000
10.518,0.415000,0.544000,1.202000,2.805000,0.065000,1.142000,0.444000,0.413000,3.370000,-1.320000,-1.305000,0.197000,-0.062000,0.000000
10.575,0.448000,0.476000,1.470000,2.771000,0.065000,1.240000,0.423000,0.511000,3.337000,-1.256000,-1.401000,-0.031000,-0.062000,0.031000
10.640,0.415000,0.476000,1.267000,2.771000,0.098000,1.109000,0.444000,0.445000,3.337000,-1.256000,-0.900000,-0.123000,-0.062000,-0.031000
10.692,0.415000,0.476000,1.236000,2.771000,0.222000,1.109000,0.542000,0.413000,3.437000,-1.224000,-1.158000,-0.092000,0.000000,-0.031000
10.750,0.415000,0.442000,1.199000,2.805000,0.065000,1.109000,0.444000,0.413000,3.337000,-1.224000,-2.028000,-0.092000,-0.062000,0.000000
10.819,0.415000,0.442000,1.504000,2.873000,0.065000,1.240000,0.444000,0.478000,3.370000,-1.724000,-1.868000,-0.092000,-0.062000,0.000000
10.885,0.415000,0.476000,1.267000,2.771000,0.098000,1.142000,0.444000,0.445000,3.370000,-2.399000,-2.364000,-0.123000,-0.031000,0.126000
10.953,0.382000,0.442000,1.335000,2.771000,0.131000,1.109000,0.477000,0.511000,3.403000,-2.558000,-2.524000,-0.092000,-0.062000,0.000000
10.994,0.415000,0.476000,1.199000,2.771000,0.098000,1.142000,0.477000,0.445000,3.370000,-2.431000,-2.508000,-0.123000,0.071000,0.000000
11.079,0.382000,0.578000,1.199000,2.839000,0.098000,1.207000,0.444000,0.445000,3.337000,-2.462000,-2.508000,-0.092000,0.000000,0.000000
11.130,0.448000,0.476000,1.233000,2.771000,0.131000,1.109000,0.477000,0.413000,3.370000,-2.367000,-2.540000,0.031000,-0.062000,0.094000
11.180,0.513000,0.476000,1.304000,2.737000,0.098000,1.142000,0.444000,0.609000,3.403000,-2.462000,-2.636000,-0.061000,-0.031000,0.000000
11.238,0.415000,0.510000,1.301000,2.805000,0.065000,1.174000,0.444000,0.696000,3.503000,-2.462000,-2.396000,-0.092000,0.040000,0.031000
11.314,0.415000,0.510000,1.301000,2.737000,0.131000,1.240000,0.444000,0.478000,3.370000,-2.126000,-1.996000,-0.092000,-0.031000,0.031000
11.314,0.448000,0.476000,1.267000,2.703000,0.098000,1.109000,0.444000,0.543000,3.370000,-1.788000,-1.868000,-0.031000,-0.031000,0.063000
11.373,0.448000,0.578000,1.267000,2.737000,0.098000,1.109000,0.477000,0.413000,3.370000,-1.998000,-2.205000,-0.092000,-0.031000,0.031000
11.425,0.448000,0.544000,1.267000,2.737000,0.098000,1.142000,0.607000,0.413000,3.470000,-1.902000,-1.530000,-0.061000,0.040000,0.031000
11.484,0.415000,0.476000,1.267000,2.703000,0.098000,1.240000,0.444000,0.413000,3.403000,-1.838000,-1.804000,-0.061000,-0.031000,0.031000
11.554,0.480000,0.476000,1.267000,2.737000,0.065000,1.305000,0.444000,0.511000,3.370000,-1.724000,-1.676000,-0.061000,-0.062000,0.031000
11.598,0.415000,0.681000,1.267000,2.703000,0.098000,1.109000,0.444000,0.445000,3.403000,-1.870000,-1.804000,-0.092000,0.000000,0.031000
11.682,0.415000,0.476000,1.233000,2.703000,0.197000,1.142000,0.575000,0.478000,3.437000,-1.788000,-1.676000,-0.092000,-0.031000,0.000000
11.718,0.415000,0.442000,1.233000,2.737000,0.098000,1.142000,0.477000,0.445000,3.370000,-1.660000,-1.498000,-0.092000,-0.062000,0.000000
11.778,0.415000,0.442000,1.267000,2.805000,0.065000,1.207000,0.423000,0.478000,3.370000,-1.467000,-1.562000,-0.092000,-0.062000,0.000000
11.860,0.382000,0.442000,1.233000,2.703000,0.131000,1.142000,0.477000,0.413000,3.370000,-1.692000,-1.466000,-0.123000,-0.031000,0.126000
11.905,0.382000,0.783000,1.335000,2.703000,0.131000,1.109000,0.477000,0.445000,3.403000,-1.435000,-1.369000,-0.092000,-0.062000,0.031000
11.963,0.415000,0.476000,1.199000,2.703000,0.131000,1.142000,0.444000,0.827000,3.370000,-1.435000,-1.466000,-0.092000,0.102000,0.000000
12.025,0.415000,0.544000,1.199000,2.771000,0.065000,1.174000,0.477000,0.478000,3.370000,-1.499000,-1.158000,-0.092000,0.000000,0.000000
12.097,0.448000,0.442000,1.267000,2.703000,0.131000,1.109000,0.444000,0.445000,3.370000,-0.882000,-0.687000,0.031000,-0.031000,0.094000
12.148,0.513000,0.715000,1.301000,2.669000,0.065000,1.142000,0.444000,0.380000,3.403000,-0.753000,-0.655000,-0.092000,-0.031000,0.031000
12.256,0.382000,0.476000,1.233000,2.771000,0.065000,1.142000,0.444000,0.445000,3.337000,-0.539000,-0.409000,-0.092000,0.040000,0.031000
12.342,0.415000,0.476000,1.233000,2.703000,0.131000,1.142000,0.444000,0.445000,3.370000,-0.656000,-0.558000,-0.092000,-0.031000,0.031000
12.384,0.448000,0.442000,1.267000,2.703000,0.098000,1.109000,0.477000,0.413000,3.370000,-0.215000,-0.247000,0.000000,-0.031000,0.063000
12.472,0.415000,0.442000,1.267000,2.703000,0.065000,1.109000,0.444000,0.445000,3.370000,-0.345000,-0.312000,-0.092000,-0.031000,0.000000
12.516,0.415000,0.544000,1.199000,2.737000,0.065000,1.142000,0.444000,0.794000,3.536000,-0.377000,-0.247000,-0.061000,0.040000,0.000000
12.576,0.415000,0.442000,1.233000,2.669000,0.065000,1.142000,0.444000,0.445000,3.370000,-0.410000,-0.344000,-0.061000,-0.062000,0.031000
12.618,0.480000,0.442000,1.233000,2.703000,0.065000,1.109000,0.444000,0.511000,3.370000,-0.377000,-0.377000,-0.031000,-0.031000,0.031000
12.706,0.415000,0.681000,1.267000,2.703000,0.098000,1.109000,0.444000,0.445000,3.403000,-0.442000,-0.344000,-0.092000,-0.031000,0.000000
12.753,0.415000,0.476000,1.233000,2.737000,0.098000,1.109000,0.575000,0.696000,3.470000,-0.280000,-0.247000,-0.092000,0.000000,0.000000
12.832,0.415000,0.442000,1.233000,2.737000,0.065000,1.142000,0.477000,0.478000,3.403000,-0.410000,-0.377000,-0.061000,-0.031000,0.000000
12.864,0.415000,0.442000,1.267000,2.703000,0.065000,1.207000,0.444000,0.478000,3.403000,-0.377000,-0.377000,-0.061000,-0.062000,0.031000
12.921,0.415000,0.442000,1.267000,2.703000,0.098000,1.142000,0.509000,0.445000,3.403000,-0.442000,-0.377000,-0.092000,-0.062000,0.157000
12.978,0.415000,0.442000,1.233000,2.703000,0.131000,1.109000,0.542000,0.478000,3.370000,-0.442000,-0.377000,-0.092000,-0.031000,0.000000
13.053,0.382000,0.510000,1.267000,2.737000,0.098000,1.207000,0.477000,0.511000,3.370000,-0.442000,-0.429000,-0.092000,0.102000,0.000000
13.097,0.448000,0.442000,1.267000,2.805000,0.065000,1.142000,0.477000,0.413000,3.370000,-0.474000,-0.461000,-0.092000,-0.031000,0.000000
13.180,0.448000,0.783000,1.267000,2.737000,0.164000,1.109000,0.509000,0.445000,3.403000,-0.559000,-0.494000,0.031000,-0.062000,0.094000
13.234,0.415000,0.407000,1.267000,2.703000,0.131000,1.337000,0.477000,0.664000,3.403000,-0.559000,-0.494000,-0.061000,-0.031000,0.031000
13.234,0.415000,0.476000,1.267000,2.771000,0.098000,1.142000,0.444000,0.445000,3.370000,-0.559000,-0.344000,-0.092000,0.040000,0.031000
13.289,0.415000,0.442000,1.267000,2.669000,0.098000,1.109000,0.444000,0.445000,3.370000,-0.507000,-0.461000,-0.092000,0.000000,0.063000
13.362,0.480000,0.442000,1.301000,2.703000,0.065000,1.109000,0.477000,0.413000,3.370000,-0.442000,-0.494000,-0.061000,-0.031000,0.063000
13.405,0.480000,0.408000,1.267000,2.771000,0.098000,1.109000,0.477000,0.445000,3.403000,-0.507000,-0.720000,-0.092000,0.000000,0.000000
13.471,0.415000,0.510000,1.267000,2.737000,0.065000,1.142000,0.444000,0.794000,3.503000,-0.817000,-0.720000,-0.061000,0.040000,0.000000
13.544,0.382000,0.408000,1.267000,2.669000,0.033000,1.174000,0.444000,0.445000,3.403000,-0.753000,-0.752000,-0.031000,-0.062000,0.031000
13.595,0.480000,0.442000,1.267000,2.703000,0.065000,1.109000,0.444000,0.478000,3.370000,-0.785000,-0.784000,-0.123000,-0.062000,0.031000
13.646,0.415000,0.442000,1.267000,2.669000,0.098000,1.109000,0.477000,0.413000,3.403000,-0.688000,-0.558000,-0.123000,0.000000,0.031000
13.698,0.415000,0.442000,1.233000,2.669000,0.033000,1.109000,0.509000,0.413000,3.403000,-0.721000,-0.687000,-0.123000,0.000000,0.000000
13.779,0.415000,0.442000,1.233000,2.737000,0.065000,1.142000,0.477000,0.478000,3.403000,-0.656000,-0.623000,-0.092000,-0.062000,0.000000
13.844,0.415000,0.442000,1.233000,2.703000,0.065000,1.174000,0.412000,0.478000,3.403000,-0.721000,-0.655000,-0.061000,-0.062000,0.031000
13.874,0.382000,0.408000,1.301000,2.669000,0.131000,1.142000,0.509000,0.445000,3.437000,-0.753000,-0.623000,-0.123000,-0.031000,0.126000
13.939,0.382000,0.442000,1.233000,2.669000,0.131000,1.142000,0.509000,0.413000,3.337000,-0.721000,-0.655000,-0.123000,-0.031000,0.000000
13.998,0.415000,0.476000,1.267000,2.737000,0.098000,1.207000,0.444000,0.478000,3.370000,-0.753000,-0.687000,-0.092000,0.071000,0.000000
14.058,0.415000,0.442000,1.233000,2.737000,0.065000,1.109000,0.477000,0.413000,3.730000,-0.721000,-0.687000,-0.061000,-0.062000,0.031000
14.182,0.448000,0.476000,1.301000,2.703000,0.164000,1.142000,0.542000,0.413000,3.403000,-0.785000,-0.720000,-0.031000,-0.031000,0.063000
14.237,0.382000,0.407000,1.301000,2.669000,0.098000,1.142000,0.444000,0.413000,3.403000,-0.785000,-0.687000,-0.123000,-0.031000,0.031000
14.333,0.382000,0.510000,1.267000,2.771000,0.065000,1.207000,0.444000,0.445000,3.370000,-0.785000,-0.655000,-0.092000,0.000000,0.157000
14.368,0.415000,0.442000,1.233000,2.737000,0.098000,1.109000,0.423000,0.478000,3.370000,-0.688000,-0.720000,-0.031000,-0.031000,0.094000
14.424,0.513000,0.510000,1.332000,2.703000,0.164000,1.109000,0.477000,0.413000,3.370000,-0.721000,-0.720000,-0.061000,-0.031000,0.000000
14.472,0.415000,0.408000,1.267000,3.009000,0.065000,1.109000,0.477000,0.413000,3.437000,-0.785000,-0.655000,-0.031000,0.040000,0.000000
14.538,0.415000,0.544000,1.301000,2.771000,0.065000,1.142000,0.412000,0.413000,3.437000,-0.688000,-0.655000,-0.092000,-0.031000,0.000000
14.621,0.382000,0.408000,1.535000,2.703000,0.065000,1.174000,0.444000,0.478000,3.370000,-0.656000,-0.623000,0.000000,-0.062000,0.031000
14.667,0.513000,0.476000,1.301000,2.669000,0.065000,1.109000,0.423000,0.478000,3.370000,-0.753000,-0.442000,-0.092000,-0.062000,0.000000
14.720,0.382000,0.783000,1.267000,2.703000,0.131000,1.109000,0.509000,0.413000,3.470000,-0.559000,-0.442000,-0.123000,-0.031000,0.000000
14.814,0.382000,0.476000,1.233000,2.703000,0.065000,1.109000,0.542000,0.445000,3.403000,-0.507000,-0.429000,-0.092000,-0.062000,0.000000
14.841,0.382000,0.374000,1.199000,2.737000,0.065000,1.174000,0.423000,0.511000,3.370000,-0.377000,-0.429000,-0.092000,-0.062000,0.000000
14.919,0.448000,0.476000,1.267000,2.669000,0.065000,1.142000,0.412000,0.413000,3.370000,-0.507000,-0.429000,-0.123000,-0.062000,0.031000
14.973,0.382000,0.408000,1.332000,2.669000,0.164000,1.109000,0.542000,0.445000,3.470000,-0.507000,-0.247000,-0.123000,-0.031000,0.126000
15.048,0.382000,0.646000,1.267000,2.669000,0.098000,1.109000,0.423000,0.445000,3.370000,-0.345000,-0.312000,-0.092000,0.000000,0.000000
15.087,0.382000,0.510000,1.236000,2.771000,0.065000,1.207000,0.444000,0.511000,3.370000,-0.312000,-0.312000,-0.123000,0.009000,0.000000
15.161,0.382000,0.408000,1.233000,2.737000,0.098000,1.174000,0.477000,0.413000,3.370000,-0.345000,-0.344000,-0.061000,-0.062000,0.063000
15.161,0.480000,0.407000,1.335000,2.669000,0.164000,1.109000,0.509000,0.413000,3.470000,-0.345000,-0.280000,0.000000,-0.062000,0.063000
15.213,0.382000,0.476000,1.301000,2.669000,0.065000,1.142000,0.444000,0.413000,3.370000,-0.312000,-0.150000,-0.092000,0.040000,0.031000
15.269,0.382000,0.510000,1.233000,2.771000,0.098000,1.207000,0.477000,0.413000,3.370000,-0.312000,-0.182000,-0.123000,-0.031000,0.000000
15.322,0.415000,0.442000,1.233000,2.703000,0.453000,1.142000,0.444000,0.413000,3.370000,-0.215000,-0.215000,-0.031000,-0.031000,0.126000
15.435,0.480000,0.407000,1.301000,2.703000,0.164000,1.109000,0.477000,0.413000,3.370000,-0.183000,-0.215000,-0.061000,-0.031000,0.031000
15.476,0.415000,0.407000,1.267000,2.703000,0.065000,1.109000,0.542000,0.413000,3.470000,-0.247000,-0.085000,-0.092000,0.040000,0.000000
15.513,0.415000,0.476000,1.267000,2.771000,0.065000,1.142000,0.444000,0.609000,3.437000,-0.215000,-0.117000,-0.061000,-0.062000,0.031000
15.567,0.415000,0.408000,1.267000,2.703000,0.065000,1.207000,0.738000,0.511000,3.370000,-0.032000,-0.053000,0.000000,-0.062000,0.031000
15.629,0.480000,0.442000,1.267000,2.703000,0.098000,1.109000,0.444000,0.478000,3.370000,-0.118000,-0.053000,-0.061000,-0.031000,0.000000
15.677,0.382000,0.442000,1.267000,2.703000,0.197000,1.109000,0.575000,0.445000,3.470000,-0.065000,0.065000,-0.092000,0.000000,0.000000
15.764,0.415000,0.442000,1.233000,2.703000,0.065000,1.109000,0.509000,0.413000,3.370000,-0.065000,-0.020000,-0.092000,-0.062000,0.031000
15.806,0.382000,0.442000,1.233000,2.771000,0.065000,1.240000,0.444000,0.543000,3.403000,0.065000,-0.020000,-0.061000,-0.062000,0.000000
15.860,0.448000,0.408000,1.267000,2.703000,0.065000,1.174000,0.412000,0.445000,3.403000,-0.032000,0.012000,-0.092000,-0.062000,0.063000
15.943,0.382000,0.407000,1.332000,2.703000,0.197000,1.109000,0.542000,0.445000,3.470000,-0.065000,0.033000,-0.123000,-0.031000,0.063000
16.000,0.382000,0.407000,1.233000,2.703000,0.065000,1.109000,0.444000,0.445000,3.370000,-0.032000,0.033000,-0.092000,0.009000,0.000000
16.150,0.415000,0.510000,1.236000,2.805000,0.065000,1.240000,0.477000,0.511000,3.403000,-0.065000,-0.053000,-0.092000,0.000000,0.000000
16.160,0.415000,0.408000,1.233000,2.737000,0.065000,1.109000,0.509000,0.413000,3.403000,-0.118000,-0.053000,0.000000,-0.031000,0.094000
16.237,0.480000,0.407000,1.301000,2.703000,0.197000,1.142000,0.509000,0.413000,3.403000,-0.150000,-0.085000,-0.092000,-0.062000,0.063000
16.285,0.382000,0.408000,1.267000,2.703000,0.065000,1.142000,0.412000,0.413000,3.370000,-0.150000,0.065000,-0.123000,0.009000,0.031000
16.361,0.382000,0.578000,1.236000,2.805000,0.098000,1.207000,0.423000,0.445000,3.370000,-0.118000,-0.020000,-0.123000,-0.062000,0.000000
16.420,0.415000,0.476000,1.233000,2.703000,0.131000,1.109000,0.444000,0.413000,3.370000,0.065000,-0.020000,-0.031000,-0.031000,0.126000
16.495,0.480000,0.407000,1.301000,2.737000,0.065000,1.109000,0.444000,0.413000,3.370000,-0.097000,-0.053000,-0.123000,-0.062000,0.031000
16.542,0.415000,0.442000,1.233000,2.737000,0.065000,1.109000,0.412000,0.413000,3.470000,-0.065000,0.130000,-0.092000,0.040000,0.000000
16.611,0.382000,0.476000,1.267000,2.771000,0.197000,1.142000,0.412000,0.413000,3.437000,0.000000,0.098000,-0.092000,-0.062000,0.031000
16.648,0.448000,0.408000,1.267000,2.703000,0.065000,1.109000,0.423000,0.543000,3.370000,0.130000,0.163000,-0.031000,-0.062000,0.031000
16.709,0.448000,0.442000,1.267000,2.703000,0.098000,1.109000,0.509000,0.478000,3.370000,0.098000,0.163000,-0.092000,-0.031000,0.000000
16.781,0.382000,0.442000,1.233000,2.703000,0.065000,1.109000,0.575000,0.380000,3.470000,0.130000,0.260000,-0.061000,-0.031000,0.000000
16.893,0.382000,0.476000,1.400000,2.703000,0.065000,1.109000,0.477000,0.413000,3.370000,0.130000,0.195000,-0.061000,-0.062000,0.000000
16.924,0.415000,0.476000,1.233000,2.669000,0.065000,1.240000,0.423000,0.478000,3.370000,0.195000,0.195000,-0.092000,-0.062000,0.031000
16.954,0.448000,0.408000,1.233000,2.669000,0.098000,1.142000,0.444000,0.445000,3.403000,0.130000,0.228000,-0.123000,-0.031000,0.094000
17.013,0.382000,0.442000,1.233000,2.703000,0.222000,1.109000,0.509000,0.445000,3.437000,0.130000,0.260000,-0.092000,-0.062000,0.000000
17.062,0.415000,0.442000,1.233000,2.703000,0.098000,1.109000,0.444000,0.445000,3.370000,0.163000,0.228000,-0.092000,0.102000,0.031000
17.062,0.415000,0.442000,1.267000,2.805000,0.164000,1.240000,0.477000,0.478000,3.370000,0.195000,0.260000,-0.092000,-0.062000,0.031000
17.121,0.415000,0.408000,1.233000,2.737000,0.164000,1.142000,0.477000,0.413000,3.403000,0.163000,0.325000,0.031000,-0.031000,0.126000
17.181,0.415000,0.442000,1.332000,2.669000,0.098000,1.174000,0.477000,0.413000,3.403000,0.195000,0.293000,-0.092000,-0.062000,0.031000
17.253,0.415000,0.442000,1.301000,2.703000,0.098000,1.174000,0.444000,0.445000,3.370000,0.195000,0.423000,-0.092000,0.040000,0.031000
17.316,0.382000,0.544000,1.233000,2.771000,0.098000,1.174000,0.423000,0.445000,3.370000,0.195000,0.260000,-0.092000,-0.031000,0.031000
17.359,0.448000,0.442000,1.267000,2.703000,0.131000,1.142000,0.477000,0.413000,3.370000,0.358000,0.293000,0.000000,-0.031000,0.126000
17.420,0.480000,0.407000,1.267000,2.839000,0.131000,1.142000,0.477000,0.413000,3.370000,0.195000,0.293000,-0.061000,-0.031000,0.031000
17.478,0.415000,0.476000,1.267000,2.737000,0.065000,1.142000,0.444000,0.413000,3.503000,0.195000,0.423000,-0.092000,0.040000,0.031000
17.548,0.382000,0.476000,1.301000,2.737000,0.098000,1.174000,0.444000,0.445000,3.370000,0.228000,0.358000,-0.061000,-0.062000,0.063000
17.620,0.480000,0.476000,1.301000,2.703000,0.098000,1.142000,0.444000,0.543000,3.370000,0.326000,0.358000,-0.061000,-0.031000,0.063000
17.676,0.415000,0.442000,1.267000,2.703000,0.131000,1.142000,0.509000,0.445000,3.403000,0.261000,0.358000,-0.092000,-0.031000,0.031000
17.725,0.448000,0.544000,1.267000,2.737000,0.098000,1.142000,0.640000,0.445000,3.470000,0.261000,0.391000,-0.061000,0.000000,0.189000
17.806,0.448000,0.442000,1.267000,2.737000,0.420000,1.174000,0.444000,0.445000,3.403000,0.293000,0.358000,-0.061000,-0.062000,0.031000
17.855,0.513000,0.408000,1.267000,2.703000,0.098000,1.272000,0.444000,0.478000,3.403000,0.293000,0.325000,-0.092000,-0.062000,0.031000
17.906,0.415000,0.442000,1.301000,2.669000,0.131000,1.109000,0.444000,0.478000,3.437000,0.261000,0.358000,-0.092000,-0.031000,0.157000
18.024,0.448000,0.442000,1.233000,2.703000,0.189000,1.174000,0.509000,0.445000,3.403000,0.261000,0.358000,-0.092000,-0.031000,0.031000
18.104,0.415000,0.442000,1.267000,2.737000,0.131000,1.174000,0.477000,0.478000,3.403000,0.358000,0.325000,-0.092000,0.102000,0.000000
18.167,0.448000,0.408000,1.233000,2.771000,0.098000,1.207000,0.477000,0.445000,3.403000,0.261000,0.325000,-0.061000,-0.031000,0.031000
18.219,0.448000,0.817000,1.267000,2.737000,0.131000,1.142000,0.509000,0.413000,3.403000,0.261000,0.358000,0.031000,-0.031000,0.126000
18.271,0.415000,0.407000,1.335000,2.703000,0.098000,1.142000,0.509000,0.641000,3.403000,0.261000,0.358000,-0.092000,-0.062000,0.063000
18.348,0.415000,0.442000,1.267000,2.771000,0.098000,1.207000,0.444000,0.696000,3.370000,0.261000,0.488000,-0.092000,0.071000,0.063000
18.400,0.415000,0.476000,1.267000,2.737000,0.131000,1.207000,0.444000,0.445000,3.370000,0.261000,0.358000,-0.092000,-0.031000,0.031000
18.443,0.480000,0.442000,1.301000,2.703000,0.164000,1.109000,0.477000,0.445000,3.403000,0.391000,0.358000,0.000000,-0.031000,0.063000
18.504,0.480000,0.407000,1.267000,2.737000,0.098000,1.109000,0.477000,0.445000,3.437000,0.261000,0.358000,-0.061000,-0.031000,0.031000
18.586,0.448000,0.476000,1.267000,2.805000,0.098000,1.554000,0.477000,0.445000,3.536000,0.261000,0.456000,-0.061000,0.040000,0.031000
18.634,0.382000,0.408000,1.267000,2.703000,0.098000,1.142000,0.444000,0.445000,3.370000,0.261000,0.358000,-0.061000,-0.062000,0.063000
18.715,0.480000,0.408000,1.301000,2.703000,0.131000,1.109000,0.423000,0.511000,3.370000,0.326000,0.358000,-0.061000,-0.031000,0.063000
18.745,0.415000,0.442000,1.233000,2.669000,0.131000,1.109000,0.444000,0.696000,3.403000,0.261000,0.358000,-0.092000,-0.031000,0.000000
18.821,0.415000,0.510000,1.236000,3.041000,0.098000,1.109000,0.575000,0.413000,3.470000,0.261000,0.391000,-0.092000,0.000000,0.031000
18.880,0.415000,0.408000,1.233000,2.703000,0.098000,1.174000,0.412000,0.478000,3.403000,0.293000,0.325000,-0.061000,-0.062000,0.063000
18.920,0.480000,0.408000,1.301000,2.703000,0.098000,1.240000,0.444000,0.445000,3.403000,0.261000,0.358000,-0.092000,-0.062000,0.063000
18.984,0.382000,0.408000,1.267000,2.703000,0.131000,1.109000,0.477000,0.445000,3.437000,0.261000,0.391000,-0.092000,-0.062000,0.126000
18.984,0.415000,0.407000,1.199000,2.703000,0.189000,1.142000,0.509000,0.413000,3.403000,0.261000,0.391000,-0.092000,-0.031000,0.031000
19.068,0.382000,0.442000,1.199000,2.703000,0.098000,1.174000,0.444000,0.511000,3.370000,0.261000,0.325000,-0.092000,0.071000,0.031000
19.119,0.415000,0.442000,1.267000,2.771000,0.098000,1.142000,0.477000,0.380000,3.403000,0.261000,0.358000,-0.092000,-0.062000,0.031000
19.168,0.415000,0.408000,1.301000,2.669000,0.131000,1.142000,0.509000,0.445000,3.403000,0.228000,0.325000,0.031000,-0.031000,0.126000
19.225,0.382000,0.374000,1.270000,2.669000,0.065000,1.207000,0.444000,0.445000,3.370000,0.228000,0.358000,-0.123000,-0.031000,0.031000
19.300,0.415000,0.476000,1.199000,2.737000,0.098000,1.240000,0.444000,0.413000,3.370000,0.228000,0.488000,-0.123000,0.040000,0.000000
19.352,0.415000,0.510000,1.233000,2.703000,0.131000,1.109000,0.444000,0.413000,3.370000,0.293000,0.325000,-0.061000,0.000000,0.063000
19.396,0.480000,0.407000,1.267000,2.703000,0.197000,1.142000,0.444000,0.413000,3.370000,0.358000,0.325000,-0.031000,-0.031000,0.063000
19.484,0.480000,0.374000,1.267000,2.771000,0.098000,1.142000,0.444000,0.445000,3.437000,0.228000,0.358000,-0.061000,0.000000,0.000000
19.540,0.382000,0.476000,1.267000,2.805000,0.098000,1.142000,0.444000,0.445000,3.503000,0.228000,0.391000,-0.092000,0.000000,0.220000
19.594,0.415000,0.374000,1.267000,2.703000,0.131000,1.109000,0.444000,0.478000,3.370000,0.261000,0.358000,-0.031000,-0.031000,0.063000
19.646,0.513000,0.408000,1.332000,2.703000,0.131000,1.142000,0.444000,0.511000,3.370000,0.326000,0.358000,-0.092000,-0.031000,0.063000
19.724,0.415000,0.408000,1.267000,3.009000,0.098000,1.109000,0.509000,0.445000,3.437000,0.347000,0.488000,-0.123000,-0.031000,0.031000
19.773,0.448000,0.510000,1.267000,2.737000,0.065000,1.142000,0.509000,0.413000,3.470000,0.347000,0.423000,-0.092000,-0.062000,0.000000
19.829,0.415000,0.374000,1.267000,2.669000,0.098000,1.174000,0.412000,0.445000,3.403000,0.445000,0.477000,-0.092000,-0.031000,0.031000
19.945,0.480000,0.374000,1.267000,2.669000,0.098000,1.207000,0.412000,0.413000,3.403000,0.477000,0.510000,-0.092000,-0.062000,0.063000
20.030,0.415000,0.374000,1.236000,2.703000,0.164000,1.109000,0.509000,0.413000,3.437000,0.412000,0.542000,-0.123000,0.000000,0.126000
20.080,0.382000,0.408000,1.233000,2.703000,0.131000,1.109000,0.444000,0.543000,3.370000,0.445000,0.510000,-0.092000,0.000000,0.000000
20.136,0.415000,0.408000,1.233000,2.771000,0.065000,1.207000,0.444000,0.511000,3.370000,0.445000,0.521000,-0.092000,0.071000,0.000000
20.188,0.382000,0.374000,1.233000,2.737000,0.098000,1.142000,0.444000,0.413000,3.696000,0.445000,0.521000,-0.061000,-0.062000,0.031000
20.246,0.415000,0.374000,1.301000,2.703000,0.197000,1.174000,0.509000,0.445000,3.403000,0.445000,0.542000,0.031000,-0.031000,0.094000
20.303,0.415000,0.374000,1.301000,2.703000,0.131000,1.142000,0.412000,0.413000,3.370000,0.445000,0.575000,-0.092000,-0.031000,0.063000
20.389,0.415000,0.476000,1.233000,2.771000,0.131000,1.207000,0.412000,0.445000,3.370000,0.445000,0.673000,-0.092000,0.040000,0.031000
20.431,0.415000,0.476000,1.233000,2.737000,0.131000,1.142000,0.477000,0.413000,3.370000,0.510000,0.542000,-0.061000,0.000000,0.094000
20.491,0.513000,0.374000,1.301000,2.703000,0.197000,1.109000,0.477000,0.413000,3.370000,0.575000,0.542000,-0.061000,-0.031000,0.031000
20.547,0.415000,0.374000,1.233000,2.737000,0.098000,1.142000,0.444000,0.478000,3.437000,0.445000,0.607000,-0.061000,0.040000,0.031000
20.630,0.382000,0.476000,1.267000,2.771000,0.098000,1.522000,0.477000,0.413000,3.470000,0.445000,0.607000,-0.123000,-0.062000,0.063000
20.672,0.382000,0.374000,1.467000,2.737000,0.098000,1.109000,0.423000,0.478000,3.370000,0.510000,0.575000,-0.031000,-0.062000,0.063000
20.747,0.513000,0.408000,1.301000,2.703000,0.131000,1.109000,0.444000,0.478000,3.370000,0.510000,0.542000,-0.123000,-0.031000,0.000000
20.800,0.415000,0.408000,1.233000,2.703000,0.098000,1.109000,0.509000,0.794000,3.437000,0.477000,0.640000,-0.092000,-0.031000,0.031000
20.861,0.382000,0.476000,1.267000,2.703000,0.098000,1.142000,0.542000,0.413000,3.403000,0.445000,0.542000,-0.061000,-0.062000,0.000000
20.908,0.415000,0.374000,1.233000,2.669000,0.098000,1.240000,0.444000,0.543000,3.403000,0.543000,0.542000,-0.061000,-0.062000,0.031000
