Time(s),Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14
21.880,0.055000,2.190000,0.601000,2.537000,0.263000,1.193000,0.573000,0.640000,3.328000,0.920000,1.082000,-0.031000,0.031000,-0.031000
21.936,0.055000,2.190000,0.634000,2.537000,0.230000,1.193000,0.692000,0.640000,3.394000,0.920000,0.984000,-0.031000,0.000000,0.220000
21.991,0.055000,2.190000,0.601000,2.571000,0.230000,1.225000,0.562000,0.705000,3.295000,0.985000,0.984000,0.000000,0.000000,-0.031000
22.088,0.055000,2.156000,0.601000,2.537000,0.230000,1.291000,0.508000,0.608000,3.295000,0.888000,0.984000,0.000000,-0.031000,0.000000
22.114,0.022000,2.497000,0.634000,2.503000,0.263000,1.225000,0.627000,0.640000,3.361000,0.888000,1.017000,-0.031000,0.000000,0.095000
22.160,0.055000,2.156000,0.601000,2.503000,0.321000,1.193000,0.606000,0.869000,3.361000,0.888000,1.017000,-0.031000,0.000000,-0.031000
22.245,0.055000,2.224000,0.601000,2.603000,0.230000,1.291000,0.562000,0.738000,3.262000,0.888000,0.984000,-0.031000,0.102000,0.000000
22.281,0.055000,2.258000,0.601000,2.569000,0.230000,1.193000,0.573000,0.608000,3.262000,0.920000,0.984000,-0.031000,-0.031000,0.000000
22.359,0.088000,2.497000,0.634000,2.571000,0.321000,1.225000,0.660000,0.608000,3.295000,0.888000,0.984000,0.092000,0.000000,0.032000
22.394,0.055000,2.122000,0.601000,2.537000,0.230000,1.225000,0.573000,0.901000,3.295000,0.888000,1.017000,-0.062000,0.000000,-0.031000
22.471,0.055000,2.258000,0.634000,2.603000,0.230000,1.291000,0.529000,0.640000,3.295000,0.888000,1.049000,-0.031000,0.031000,0.000000
22.514,0.055000,2.190000,0.567000,2.503000,0.230000,1.193000,0.508000,0.640000,3.262000,0.920000,0.984000,0.030000,0.000000,0.032000
22.604,0.120000,2.224000,0.668000,2.537000,0.288000,1.193000,0.562000,0.608000,3.295000,0.953000,0.984000,-0.031000,0.000000,-0.031000
22.649,0.120000,2.156000,0.634000,2.806000,0.263000,1.193000,0.573000,0.608000,3.328000,0.920000,1.049000,0.000000,0.071000,-0.031000
22.701,0.055000,2.258000,0.567000,2.603000,0.230000,1.225000,0.541000,0.608000,3.328000,0.888000,0.984000,-0.031000,-0.031000,-0.031000
22.791,0.022000,2.122000,0.601000,2.537000,0.197000,1.225000,0.529000,0.705000,3.328000,0.953000,1.017000,0.061000,-0.031000,0.000000
22.791,0.153000,2.156000,0.601000,2.537000,0.230000,1.193000,0.529000,0.673000,3.295000,0.855000,1.017000,0.000000,-0.031000,0.000000
22.847,0.055000,2.497000,0.598000,2.537000,0.263000,1.193000,0.606000,0.640000,3.361000,0.888000,1.082000,-0.031000,0.000000,-0.031000
22.895,0.055000,2.190000,0.533000,2.537000,0.197000,1.193000,0.606000,0.608000,3.262000,0.920000,0.984000,-0.031000,0.000000,-0.031000
22.952,0.055000,2.156000,0.567000,2.571000,0.230000,1.258000,0.562000,0.705000,3.295000,0.985000,0.984000,0.000000,-0.031000,-0.031000
23.031,0.055000,2.190000,0.634000,2.537000,0.197000,1.225000,0.529000,0.640000,3.328000,0.855000,0.984000,0.000000,-0.031000,0.000000
23.067,0.022000,2.156000,0.668000,2.503000,0.288000,1.225000,0.606000,0.640000,3.394000,0.888000,1.017000,-0.031000,0.000000,0.095000
23.138,0.022000,2.156000,0.601000,2.503000,0.230000,1.160000,0.541000,0.640000,3.262000,0.920000,1.017000,-0.062000,0.031000,-0.031000
23.202,0.055000,2.224000,0.601000,2.571000,0.197000,1.291000,0.562000,0.705000,3.262000,0.920000,0.984000,-0.031000,0.102000,-0.031000
23.234,0.055000,2.156000,0.567000,2.571000,0.230000,1.160000,0.562000,0.640000,3.262000,0.920000,0.984000,0.000000,0.000000,0.000000
23.301,0.120000,2.156000,0.668000,2.537000,0.288000,1.193000,0.627000,0.608000,3.295000,0.888000,0.984000,0.030000,0.000000,0.000000
23.367,0.022000,2.122000,0.634000,2.537000,0.197000,1.225000,0.541000,0.608000,3.295000,1.116000,1.017000,-0.031000,0.031000,0.000000
23.408,0.055000,2.224000,0.634000,2.636000,0.230000,1.323000,0.529000,0.640000,3.262000,0.888000,1.082000,-0.031000,0.031000,0.000000
23.504,0.055000,2.224000,0.601000,2.537000,0.263000,1.193000,0.541000,0.673000,3.454000,0.953000,0.984000,0.030000,0.031000,0.032000
23.580,0.120000,2.224000,0.668000,2.537000,0.288000,1.193000,0.562000,0.640000,3.295000,0.920000,0.984000,0.000000,0.000000,-0.031000
23.600,0.022000,2.122000,0.567000,2.537000,0.197000,1.193000,0.573000,0.673000,3.328000,0.888000,1.049000,-0.031000,0.071000,-0.031000
23.736,0.055000,2.224000,0.601000,2.571000,0.197000,1.193000,0.541000,0.608000,3.295000,0.855000,0.951000,0.030000,-0.031000,-0.031000
23.788,0.055000,2.156000,0.601000,2.503000,0.197000,1.258000,0.529000,0.673000,3.262000,0.953000,1.017000,0.061000,-0.031000,0.000000
23.841,0.120000,2.122000,0.634000,2.503000,0.230000,1.160000,0.725000,0.673000,3.262000,0.855000,1.017000,-0.062000,-0.031000,-0.031000
23.940,0.022000,2.190000,0.601000,2.503000,0.263000,1.193000,0.606000,0.608000,3.328000,0.888000,1.082000,-0.031000,0.000000,-0.031000
23.962,0.022000,2.224000,0.634000,2.537000,0.197000,1.193000,0.573000,0.608000,3.262000,0.920000,0.984000,-0.031000,0.000000,-0.031000
24.055,0.055000,2.122000,0.601000,2.603000,0.197000,1.291000,0.529000,0.705000,3.295000,0.985000,0.984000,0.000000,-0.031000,-0.031000
24.096,0.120000,2.224000,0.634000,2.503000,0.197000,1.225000,0.541000,0.608000,3.586000,0.888000,0.984000,0.000000,-0.031000,0.000000
24.149,0.055000,2.190000,0.668000,2.503000,0.321000,1.225000,0.660000,0.640000,3.394000,0.888000,1.017000,-0.031000,-0.031000,0.095000
24.202,0.055000,2.156000,0.601000,2.503000,0.230000,1.193000,0.573000,0.640000,3.295000,0.888000,1.017000,-0.031000,0.031000,-0.031000
24.280,0.055000,2.258000,0.601000,2.636000,0.230000,1.356000,0.562000,0.705000,3.295000,0.920000,0.984000,-0.031000,0.071000,0.000000
24.342,0.055000,2.156000,0.668000,2.571000,0.230000,1.193000,0.573000,0.608000,3.295000,0.920000,0.984000,0.000000,0.000000,0.032000
24.384,0.153000,2.190000,0.668000,2.537000,0.321000,1.225000,0.627000,0.608000,3.295000,0.888000,0.984000,0.061000,0.000000,0.063000
24.474,0.055000,2.156000,0.634000,2.503000,0.197000,1.225000,0.541000,0.891000,3.328000,0.888000,1.049000,-0.031000,0.040000,0.000000
24.504,0.022000,2.292000,0.634000,2.603000,0.230000,1.291000,0.529000,0.640000,3.295000,0.888000,1.049000,-0.031000,0.000000,0.000000
24.574,0.055000,2.190000,0.634000,2.503000,0.230000,1.193000,0.529000,0.673000,3.295000,0.953000,0.984000,0.030000,0.000000,0.032000
24.626,0.153000,2.156000,0.666000,2.537000,0.288000,1.193000,0.562000,0.608000,3.262000,0.953000,0.984000,0.000000,0.000000,0.000000
24.685,0.055000,2.156000,0.668000,2.537000,0.230000,1.193000,0.606000,0.640000,3.361000,0.985000,1.082000,0.000000,0.102000,-0.031000
24.685,0.055000,2.224000,0.634000,2.603000,0.230000,1.193000,0.541000,0.608000,3.295000,0.888000,0.984000,0.000000,-0.031000,0.000000
24.743,0.022000,2.122000,0.632000,2.503000,0.197000,1.258000,0.508000,0.673000,3.262000,0.985000,1.017000,0.092000,-0.031000,0.000000
24.818,0.120000,2.190000,0.668000,2.503000,0.230000,1.193000,0.529000,0.673000,3.295000,0.888000,1.017000,-0.031000,0.000000,-0.031000
24.884,0.055000,2.190000,0.598000,2.503000,0.263000,1.193000,0.660000,0.608000,3.361000,0.920000,1.082000,-0.031000,0.000000,-0.031000
24.944,0.022000,2.224000,0.601000,2.537000,0.230000,1.160000,0.573000,0.608000,3.295000,0.920000,0.984000,-0.031000,-0.031000,-0.031000
24.998,0.088000,2.156000,0.634000,2.603000,0.197000,1.291000,0.921000,0.705000,3.295000,1.018000,0.984000,0.000000,-0.031000,-0.031000
25.055,0.088000,2.156000,0.601000,2.503000,0.197000,1.225000,0.627000,0.640000,3.295000,0.888000,0.984000,0.000000,0.000000,0.032000
25.105,0.022000,2.156000,0.702000,2.503000,0.321000,1.193000,0.660000,0.608000,3.394000,0.888000,1.017000,-0.031000,0.000000,0.063000
25.185,0.055000,2.156000,0.598000,2.503000,0.255000,1.193000,0.541000,0.640000,3.295000,0.888000,1.049000,-0.031000,0.040000,-0.031000
25.237,0.055000,2.258000,0.804000,2.603000,0.230000,1.323000,0.562000,0.705000,3.262000,0.920000,0.984000,-0.031000,0.071000,-0.031000
25.288,0.022000,2.156000,0.601000,2.571000,0.197000,1.225000,0.562000,0.608000,3.262000,0.920000,0.984000,0.030000,0.000000,0.032000
25.331,0.153000,2.156000,0.668000,2.537000,0.288000,1.193000,0.660000,0.608000,3.295000,0.888000,0.984000,0.000000,0.000000,0.000000
25.406,0.022000,2.156000,0.634000,2.503000,0.230000,1.225000,0.541000,0.640000,3.361000,0.888000,1.049000,-0.031000,0.071000,0.000000
25.475,0.055000,2.292000,0.634000,2.571000,0.230000,1.291000,0.562000,0.640000,3.361000,0.888000,1.017000,-0.031000,0.000000,0.000000
25.523,0.055000,2.190000,0.634000,2.537000,0.230000,1.193000,0.529000,0.705000,3.262000,0.985000,0.984000,0.061000,0.000000,0.095000
25.666,0.153000,2.190000,0.666000,2.537000,0.255000,1.193000,0.562000,0.608000,3.262000,0.888000,0.984000,-0.031000,0.000000,0.000000
25.706,0.055000,2.190000,0.634000,2.537000,0.197000,1.193000,0.660000,0.640000,3.394000,0.888000,1.082000,-0.031000,0.071000,-0.031000
25.782,0.055000,2.258000,0.634000,2.571000,0.230000,1.225000,0.573000,0.640000,3.361000,0.888000,0.984000,0.000000,0.000000,-0.031000
25.823,0.055000,2.190000,0.634000,2.537000,0.263000,1.291000,0.529000,0.738000,3.262000,0.985000,1.017000,0.092000,-0.031000,0.000000
25.904,0.120000,2.156000,0.702000,2.537000,0.230000,1.193000,0.529000,0.640000,3.295000,0.888000,1.017000,-0.031000,0.000000,-0.031000
25.957,0.055000,2.190000,0.634000,2.537000,0.321000,1.193000,0.660000,0.640000,3.394000,0.920000,1.082000,0.000000,0.000000,-0.031000
26.005,0.055000,2.190000,0.668000,2.537000,0.197000,1.193000,0.606000,0.608000,3.295000,0.920000,1.017000,-0.031000,-0.031000,-0.031000
26.092,0.055000,2.156000,0.601000,2.636000,0.197000,1.323000,0.758000,0.738000,3.328000,0.985000,0.984000,0.000000,-0.031000,-0.031000
26.165,0.088000,2.156000,0.634000,2.537000,0.197000,1.323000,0.562000,0.608000,3.328000,0.888000,1.017000,-0.031000,0.000000,0.032000
26.191,0.055000,2.156000,0.699000,2.537000,0.354000,1.193000,0.660000,0.640000,3.394000,0.888000,1.017000,-0.031000,0.000000,0.063000
26.267,0.153000,2.190000,0.634000,2.537000,0.230000,1.193000,0.541000,0.673000,3.295000,0.888000,1.049000,-0.031000,0.040000,-0.031000
26.308,0.022000,2.258000,0.634000,2.603000,0.197000,1.291000,0.562000,0.705000,3.295000,0.888000,0.984000,-0.031000,0.040000,-0.031000
26.367,0.055000,2.122000,0.668000,2.571000,0.230000,1.225000,0.595000,0.640000,3.295000,0.953000,0.984000,0.061000,0.000000,0.032000
26.434,0.153000,2.156000,0.736000,2.537000,0.321000,1.225000,0.692000,0.608000,3.328000,0.888000,0.984000,0.061000,0.031000,-0.031000
26.475,0.022000,2.156000,0.668000,2.537000,0.230000,1.225000,0.541000,0.640000,3.361000,0.888000,1.082000,-0.031000,0.071000,0.000000
26.559,0.022000,2.258000,0.601000,2.603000,0.230000,1.291000,0.529000,0.640000,3.262000,0.888000,0.984000,-0.031000,-0.031000,0.000000
26.610,0.055000,2.190000,0.634000,2.503000,0.197000,1.160000,0.529000,0.705000,3.295000,0.953000,0.984000,0.092000,0.000000,0.095000
26.610,0.153000,2.156000,0.632000,2.537000,0.222000,1.193000,0.562000,0.738000,3.262000,0.888000,0.984000,-0.062000,0.000000,0.000000
26.669,0.055000,2.156000,0.601000,2.537000,0.197000,1.193000,0.595000,0.608000,3.394000,0.888000,1.082000,-0.031000,0.071000,-0.031000
26.727,0.055000,2.224000,0.634000,2.571000,0.197000,1.225000,0.541000,0.608000,3.295000,0.888000,0.984000,0.000000,-0.031000,0.000000
26.812,0.022000,2.156000,0.905000,2.537000,0.197000,1.291000,0.529000,0.705000,3.262000,0.985000,1.017000,0.061000,-0.031000,0.000000
26.870,0.120000,2.156000,0.668000,2.503000,0.230000,1.193000,0.541000,0.640000,3.262000,0.888000,1.017000,-0.031000,0.000000,-0.031000
26.918,0.022000,2.156000,0.601000,2.503000,0.288000,1.193000,0.660000,0.608000,3.394000,0.888000,1.082000,0.000000,0.000000,-0.031000
26.970,0.022000,2.224000,0.634000,2.537000,0.230000,1.193000,0.595000,0.608000,3.262000,0.920000,0.984000,-0.031000,0.000000,-0.031000
27.039,0.055000,2.156000,0.601000,2.636000,0.486000,1.323000,0.529000,0.705000,3.295000,0.985000,0.984000,0.000000,0.000000,-0.031000
27.087,0.088000,2.156000,0.634000,2.503000,0.230000,1.225000,0.573000,0.608000,3.295000,0.920000,0.984000,0.030000,0.000000,0.032000
27.168,0.022000,2.156000,0.702000,2.503000,0.354000,1.193000,0.660000,0.640000,3.394000,0.888000,1.017000,0.000000,-0.031000,0.063000
27.259,0.022000,2.326000,0.634000,2.537000,0.230000,1.193000,0.541000,0.640000,3.262000,0.888000,1.049000,-0.031000,0.031000,0.000000
27.266,0.055000,2.292000,0.601000,2.636000,0.197000,1.291000,0.562000,0.803000,3.262000,0.920000,1.017000,-0.031000,0.102000,0.000000
27.374,0.055000,2.156000,0.598000,2.537000,0.197000,1.193000,0.562000,0.640000,3.262000,0.953000,0.984000,0.030000,-0.031000,0.063000
27.388,0.120000,2.497000,0.702000,2.537000,0.321000,1.225000,0.627000,0.640000,3.295000,0.953000,0.984000,0.000000,-0.031000,0.000000
27.471,0.251000,2.156000,0.634000,2.537000,0.197000,1.225000,0.541000,0.989000,3.328000,0.888000,1.049000,-0.031000,0.071000,0.000000
27.613,0.022000,2.258000,0.668000,2.603000,0.230000,1.291000,0.529000,0.673000,3.262000,0.888000,1.049000,-0.031000,0.031000,0.032000
27.639,0.055000,2.156000,0.634000,2.503000,0.230000,1.193000,0.529000,0.705000,3.262000,0.985000,0.984000,0.061000,0.000000,0.095000
27.710,0.120000,2.156000,0.666000,2.537000,0.255000,1.193000,0.562000,0.608000,3.295000,0.920000,0.984000,0.000000,0.000000,-0.031000
27.764,0.022000,2.156000,0.634000,2.537000,0.197000,1.193000,0.627000,0.640000,3.361000,0.888000,1.082000,0.000000,0.102000,-0.031000
27.832,0.022000,2.258000,0.668000,2.603000,0.197000,1.225000,0.541000,0.640000,3.361000,0.888000,1.049000,0.000000,0.031000,-0.031000
27.873,0.022000,2.156000,0.632000,2.537000,0.197000,1.291000,0.529000,0.705000,3.328000,0.985000,1.017000,0.061000,-0.031000,0.000000
27.928,0.120000,2.156000,0.668000,2.503000,0.230000,1.323000,0.573000,0.673000,3.262000,0.888000,1.049000,-0.031000,0.000000,0.000000
27.988,0.055000,2.190000,0.634000,2.503000,0.288000,1.193000,0.627000,0.640000,3.361000,0.920000,1.147000,-0.031000,0.031000,-0.031000
28.049,0.022000,2.156000,0.598000,2.537000,0.387000,1.193000,0.627000,0.640000,3.295000,0.920000,1.017000,-0.031000,0.031000,0.000000
28.127,0.022000,2.122000,0.601000,2.636000,0.197000,1.291000,0.562000,0.738000,3.295000,0.985000,0.984000,0.000000,0.000000,-0.031000
28.178,0.022000,2.224000,0.601000,2.503000,0.197000,1.193000,0.541000,0.608000,3.295000,0.888000,0.984000,0.000000,-0.031000,0.000000
28.228,0.022000,2.497000,0.702000,2.537000,0.288000,1.225000,0.660000,0.640000,3.394000,0.888000,1.017000,-0.031000,-0.031000,0.063000
28.317,0.055000,2.156000,0.632000,2.503000,0.230000,1.193000,0.562000,0.956000,3.295000,0.888000,1.017000,-0.031000,0.031000,0.000000
28.349,0.000000,2.258000,0.634000,2.603000,0.230000,1.291000,0.562000,0.705000,3.262000,0.920000,0.984000,-0.031000,0.071000,-0.031000
28.409,0.022000,2.292000,0.634000,2.503000,0.197000,1.160000,0.562000,0.608000,3.262000,0.953000,0.984000,0.030000,0.000000,0.032000
28.501,0.088000,2.156000,0.702000,2.537000,0.321000,1.193000,0.627000,0.640000,3.295000,0.888000,0.984000,0.030000,0.000000,-0.031000
28.540,0.022000,2.258000,0.668000,2.537000,0.230000,1.225000,0.573000,0.640000,3.328000,0.888000,1.049000,-0.031000,0.040000,0.000000
28.540,0.022000,2.224000,0.668000,2.603000,0.230000,1.291000,0.529000,0.640000,3.262000,0.888000,1.049000,-0.031000,0.000000,0.000000
28.603,0.022000,2.156000,0.632000,2.537000,0.197000,1.193000,0.529000,0.673000,3.262000,0.953000,0.984000,0.061000,0.000000,0.063000
28.654,0.120000,2.156000,0.702000,2.537000,0.288000,1.193000,0.573000,0.640000,3.295000,0.953000,1.017000,-0.062000,0.000000,-0.031000
28.712,0.055000,2.156000,0.668000,2.571000,0.197000,1.258000,0.627000,0.608000,3.328000,0.888000,1.082000,-0.031000,0.071000,-0.031000
28.806,0.022000,2.224000,0.634000,2.636000,0.197000,1.225000,0.541000,0.640000,3.295000,0.888000,0.984000,0.000000,-0.031000,-0.031000
28.826,0.055000,2.156000,0.634000,2.537000,0.197000,1.291000,0.529000,0.705000,3.328000,0.985000,1.017000,0.092000,0.000000,0.032000
28.911,0.153000,2.156000,0.668000,2.537000,0.230000,1.193000,0.573000,0.640000,3.295000,0.888000,1.049000,-0.031000,0.000000,0.032000
28.963,0.055000,2.224000,0.668000,2.537000,0.288000,1.193000,0.627000,0.673000,3.361000,0.920000,1.114000,-0.031000,0.000000,-0.031000
29.014,0.055000,2.156000,0.598000,2.537000,0.197000,1.193000,0.562000,0.640000,3.328000,0.920000,0.984000,-0.031000,0.031000,-0.031000
29.079,0.055000,2.156000,0.634000,2.603000,0.197000,1.323000,0.562000,0.738000,3.295000,0.985000,0.984000,0.000000,-0.031000,-0.031000
29.127,0.055000,2.156000,0.668000,2.537000,0.197000,1.291000,0.562000,0.608000,3.295000,0.888000,1.017000,0.000000,0.000000,0.032000
29.207,0.022000,2.156000,0.702000,2.537000,0.321000,1.225000,0.660000,0.640000,3.361000,0.888000,1.049000,-0.031000,0.000000,0.063000
29.256,0.022000,2.190000,0.634000,2.537000,0.230000,1.193000,0.529000,0.956000,3.295000,0.888000,1.049000,-0.031000,0.031000,0.000000
29.305,0.055000,2.258000,0.634000,2.603000,0.230000,1.291000,0.595000,0.738000,3.262000,0.920000,0.984000,-0.031000,0.061000,0.000000
29.388,0.055000,2.156000,0.634000,2.636000,0.197000,1.225000,0.595000,0.640000,3.295000,0.920000,0.984000,0.030000,0.000000,0.032000
29.491,0.088000,2.190000,0.736000,2.537000,0.288000,1.193000,0.660000,0.640000,3.295000,0.888000,1.017000,0.030000,0.031000,0.000000
29.568,0.022000,2.156000,0.668000,2.537000,0.197000,1.225000,0.541000,0.673000,3.295000,0.888000,1.049000,-0.031000,0.040000,0.000000
29.610,0.022000,2.224000,0.634000,2.603000,0.197000,1.258000,0.508000,0.640000,3.262000,0.888000,1.082000,-0.031000,0.000000,-0.031000
29.692,0.022000,2.190000,0.634000,2.503000,0.230000,1.193000,0.529000,0.673000,3.487000,0.953000,1.017000,0.030000,-0.031000,0.063000
29.737,0.120000,2.156000,0.702000,2.537000,0.230000,1.193000,0.562000,0.673000,3.262000,0.920000,0.984000,-0.062000,0.000000,0.063000
29.825,0.055000,2.156000,0.634000,2.537000,0.197000,1.193000,0.595000,0.608000,3.328000,0.920000,1.082000,-0.031000,0.071000,-0.031000
29.856,0.055000,2.224000,0.601000,2.537000,0.197000,1.225000,0.541000,0.640000,3.361000,0.888000,0.951000,-0.031000,-0.031000,-0.031000
29.911,0.022000,2.156000,0.634000,2.503000,0.197000,1.258000,0.595000,0.705000,3.295000,0.985000,1.017000,0.061000,0.000000,0.000000
29.969,0.120000,2.156000,0.668000,2.537000,0.230000,1.193000,0.562000,0.640000,3.295000,0.888000,1.049000,-0.031000,0.000000,0.032000
30.054,0.022000,2.190000,0.634000,2.603000,0.263000,1.193000,0.627000,0.640000,3.361000,0.920000,1.114000,-0.031000,0.031000,-0.031000
30.088,0.055000,2.463000,0.634000,2.571000,0.197000,1.193000,0.595000,0.640000,3.295000,0.920000,0.984000,-0.031000,0.000000,-0.031000
30.184,0.055000,2.156000,0.634000,2.603000,0.197000,1.291000,0.562000,0.738000,3.295000,0.985000,0.984000,-0.031000,-0.031000,-0.031000
30.198,0.055000,2.122000,0.634000,2.537000,0.197000,1.225000,0.541000,0.608000,3.295000,0.888000,0.984000,0.000000,0.000000,0.000000
30.286,0.055000,2.224000,0.702000,2.537000,0.288000,1.225000,0.660000,0.640000,3.394000,0.888000,1.017000,-0.031000,-0.031000,0.095000
30.359,0.055000,2.156000,0.634000,2.537000,0.222000,1.225000,0.562000,0.673000,3.295000,0.888000,1.049000,-0.031000,0.031000,-0.031000
30.394,0.055000,2.258000,0.668000,2.603000,0.230000,1.323000,0.562000,0.738000,3.262000,0.920000,1.017000,-0.031000,0.102000,0.000000
30.448,0.022000,2.156000,0.634000,2.537000,0.230000,1.193000,0.888000,0.673000,3.262000,0.953000,1.017000,0.000000,0.000000,0.032000
30.448,0.153000,2.156000,0.702000,2.571000,0.321000,1.225000,0.627000,0.608000,3.295000,0.888000,1.017000,0.061000,0.000000,0.032000
30.527,0.000000,2.156000,0.634000,2.537000,0.164000,1.225000,0.573000,0.640000,3.295000,0.888000,1.049000,0.000000,0.071000,0.000000
30.584,0.022000,2.258000,0.668000,2.636000,0.230000,1.225000,0.529000,0.673000,3.295000,0.888000,1.049000,-0.031000,0.031000,0.000000
30.635,0.055000,2.156000,0.632000,2.537000,0.230000,1.193000,0.888000,0.673000,3.262000,0.953000,1.017000,0.000000,0.000000,0.063000
30.686,0.120000,2.156000,0.666000,2.537000,0.552000,1.193000,0.562000,0.640000,3.262000,0.985000,0.984000,0.030000,0.000000,0.032000
30.749,0.022000,2.122000,0.601000,2.571000,0.197000,1.193000,0.606000,0.608000,3.328000,0.920000,1.082000,-0.031000,0.071000,-0.031000
30.813,0.055000,2.224000,0.634000,2.537000,0.197000,1.193000,0.541000,0.640000,3.361000,0.888000,1.049000,-0.031000,-0.031000,-0.031000
30.910,0.022000,2.190000,0.668000,2.569000,0.197000,1.291000,0.562000,0.705000,3.295000,0.953000,1.017000,0.061000,-0.031000,0.000000
30.932,0.088000,2.156000,0.634000,2.537000,0.197000,1.193000,0.529000,0.705000,3.262000,0.888000,1.017000,-0.031000,-0.031000,0.000000
30.996,0.022000,2.156000,0.634000,2.503000,0.263000,1.193000,0.627000,0.640000,3.361000,0.888000,1.082000,-0.031000,0.031000,0.000000
31.055,0.022000,2.190000,0.668000,2.537000,0.197000,1.193000,0.573000,0.608000,3.262000,0.920000,1.017000,-0.031000,0.031000,-0.031000
31.133,0.055000,2.122000,0.871000,2.636000,0.321000,1.258000,0.562000,0.705000,3.262000,0.985000,0.984000,0.000000,-0.031000,-0.031000
31.177,0.022000,2.122000,0.634000,2.537000,0.197000,1.291000,0.529000,0.640000,3.262000,0.888000,0.984000,0.000000,-0.031000,0.000000
31.235,0.000000,2.121000,0.702000,2.503000,0.288000,1.225000,0.660000,0.640000,3.394000,0.888000,0.984000,-0.031000,0.000000,0.095000
31.306,0.022000,2.156000,0.601000,2.503000,0.222000,1.193000,0.541000,0.640000,3.262000,0.855000,1.017000,-0.062000,0.031000,-0.031000
31.415,0.022000,2.224000,0.804000,2.571000,0.230000,1.323000,0.529000,0.705000,3.262000,0.888000,0.984000,-0.062000,0.040000,-0.031000
31.510,0.022000,2.122000,0.634000,2.571000,0.197000,1.193000,0.573000,0.608000,3.262000,0.953000,0.984000,0.030000,0.000000,0.032000
31.551,0.120000,2.121000,0.668000,2.537000,0.288000,1.193000,0.627000,0.608000,3.262000,0.888000,0.984000,0.030000,0.000000,-0.031000
31.602,0.000000,2.122000,0.668000,2.503000,0.164000,1.225000,0.541000,0.608000,3.328000,0.888000,1.049000,-0.062000,0.071000,-0.031000
31.671,0.055000,2.224000,0.634000,2.636000,0.197000,1.323000,0.541000,0.640000,3.262000,0.888000,1.049000,-0.031000,0.000000,0.000000
31.723,0.055000,2.156000,0.598000,2.537000,0.197000,1.193000,0.529000,0.673000,3.262000,0.953000,1.017000,0.061000,0.000000,0.095000
31.783,0.120000,2.190000,0.702000,2.537000,0.255000,1.193000,0.562000,0.608000,3.262000,0.888000,0.984000,-0.031000,0.000000,-0.031000
31.854,0.022000,2.156000,0.598000,2.571000,0.197000,1.193000,0.627000,0.608000,3.328000,0.920000,1.082000,-0.031000,0.071000,0.000000
31.903,0.022000,2.224000,0.634000,2.571000,0.230000,1.225000,0.541000,0.640000,3.295000,0.888000,0.984000,0.258000,-0.031000,-0.031000
31.955,0.022000,2.156000,0.702000,2.537000,0.197000,1.291000,0.529000,0.705000,3.295000,0.985000,1.017000,0.061000,-0.031000,0.000000
32.032,0.088000,2.156000,0.668000,2.537000,0.197000,1.193000,0.541000,0.640000,3.262000,0.888000,1.049000,-0.031000,-0.031000,0.000000
32.094,0.055000,2.156000,0.632000,2.537000,0.288000,1.193000,0.627000,0.640000,3.361000,0.888000,1.082000,-0.031000,0.031000,-0.031000
32.173,0.022000,2.156000,0.598000,2.537000,0.197000,1.193000,0.573000,0.608000,3.262000,1.204000,0.984000,-0.031000,0.000000,-0.031000
32.196,0.186000,2.156000,0.601000,2.636000,0.197000,1.291000,0.562000,0.705000,3.295000,0.985000,0.984000,-0.031000,-0.031000,-0.031000
32.252,0.022000,2.122000,0.598000,2.503000,0.164000,1.225000,0.541000,0.608000,3.295000,0.888000,1.017000,0.000000,-0.031000,0.032000
32.332,0.000000,2.122000,0.668000,2.537000,0.255000,1.225000,0.627000,0.640000,3.361000,0.888000,1.017000,-0.031000,0.000000,0.063000
32.391,0.055000,2.156000,0.601000,2.537000,0.197000,1.193000,0.541000,0.640000,3.262000,0.888000,1.049000,-0.062000,0.040000,-0.031000
32.398,0.120000,2.258000,0.634000,2.636000,0.197000,1.291000,0.562000,0.705000,3.262000,0.888000,0.984000,-0.062000,0.031000,-0.031000
32.439,0.055000,2.122000,0.598000,2.537000,0.197000,1.193000,0.627000,0.608000,3.262000,0.953000,0.984000,0.061000,0.000000,0.095000
32.497,0.120000,2.121000,0.702000,2.537000,0.263000,1.225000,0.660000,0.608000,3.295000,0.888000,0.984000,0.000000,0.000000,-0.031000
32.553,0.022000,2.122000,0.632000,2.537000,0.197000,1.225000,0.541000,0.608000,3.361000,0.888000,1.082000,0.030000,0.071000,0.000000
32.637,0.022000,2.258000,0.668000,2.603000,0.197000,1.258000,0.541000,0.640000,3.361000,0.888000,1.017000,-0.031000,-0.031000,0.000000
32.688,0.022000,2.156000,0.598000,2.537000,0.197000,1.193000,0.529000,0.705000,3.262000,0.953000,0.984000,0.061000,0.000000,0.095000
32.770,0.120000,2.156000,0.668000,2.537000,0.222000,1.193000,0.595000,0.771000,3.262000,0.920000,0.984000,0.000000,0.000000,-0.031000
32.798,0.055000,2.156000,0.598000,2.571000,0.197000,1.573000,0.660000,0.608000,3.394000,0.888000,1.082000,0.000000,0.071000,-0.031000
32.869,0.055000,2.224000,0.668000,2.603000,0.197000,1.225000,0.562000,0.640000,3.328000,0.888000,1.049000,0.000000,-0.031000,0.000000
