Time(s),Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14
10.744,0.153000,2.326000,0.567000,2.571000,0.230000,1.193000,0.595000,0.640000,3.361000,0.985000,1.049000,0.000000,0.031000,0.000000
10.824,0.186000,2.258000,0.567000,2.636000,0.230000,1.323000,0.562000,0.705000,3.394000,1.051000,1.049000,0.000000,0.000000,0.000000
10.883,0.219000,2.258000,0.533000,2.503000,0.230000,1.258000,0.562000,0.640000,3.686000,0.953000,1.049000,0.030000,0.000000,0.000000
10.937,0.120000,2.258000,0.598000,2.537000,0.354000,1.258000,0.660000,0.640000,3.461000,0.953000,1.049000,-0.031000,-0.031000,0.095000
10.996,0.120000,2.258000,0.567000,2.537000,0.230000,1.193000,0.595000,0.673000,3.361000,0.953000,1.114000,-0.031000,0.031000,0.000000
11.067,0.120000,2.360000,0.533000,2.603000,0.263000,1.323000,0.562000,0.738000,3.394000,0.953000,1.049000,-0.031000,0.133000,0.000000
11.122,0.153000,2.258000,0.567000,2.636000,0.230000,1.225000,0.595000,0.640000,3.394000,0.985000,1.278000,0.030000,0.000000,0.032000
11.175,0.219000,2.258000,0.598000,2.571000,0.354000,1.258000,0.660000,0.640000,3.394000,0.953000,1.049000,0.030000,-0.031000,0.000000
11.241,0.120000,2.224000,0.567000,2.537000,0.230000,1.291000,0.562000,0.640000,3.394000,0.953000,1.114000,-0.031000,0.071000,0.032000
11.241,0.120000,2.360000,0.601000,2.603000,0.263000,1.323000,0.562000,0.673000,3.361000,0.953000,1.082000,-0.031000,0.071000,0.000000
11.287,0.120000,2.258000,0.533000,2.569000,0.263000,1.225000,0.562000,0.673000,3.361000,1.018000,1.049000,0.030000,0.000000,0.095000
11.343,0.251000,2.292000,0.634000,2.537000,0.321000,1.225000,0.595000,0.640000,3.394000,1.018000,1.049000,-0.031000,0.031000,0.000000
11.455,0.153000,2.258000,0.601000,2.571000,0.230000,1.225000,0.595000,0.640000,3.454000,0.953000,1.147000,-0.031000,0.102000,-0.031000
11.484,0.153000,2.326000,0.533000,2.603000,0.230000,1.225000,0.573000,0.608000,3.420000,0.920000,1.017000,-0.031000,-0.031000,0.000000
11.531,0.120000,2.224000,0.601000,2.537000,0.230000,1.291000,0.529000,0.705000,3.361000,1.051000,1.082000,0.061000,-0.031000,0.032000
11.593,0.219000,2.292000,0.598000,2.537000,0.263000,1.291000,0.573000,0.673000,3.394000,0.953000,1.082000,-0.031000,0.000000,0.000000
11.647,0.120000,2.258000,0.533000,2.908000,0.321000,1.356000,0.627000,0.608000,3.487000,0.953000,1.147000,-0.031000,0.031000,-0.031000
11.722,0.153000,2.292000,0.567000,2.537000,0.230000,1.193000,0.627000,0.640000,3.394000,0.953000,1.049000,-0.031000,0.000000,-0.031000
11.792,0.120000,2.224000,0.804000,2.636000,0.222000,1.323000,0.562000,0.738000,3.394000,1.018000,1.082000,0.000000,-0.031000,0.000000
11.844,0.186000,2.258000,0.601000,2.537000,0.230000,1.258000,0.562000,0.608000,3.686000,0.953000,1.082000,0.000000,-0.031000,0.032000
11.908,0.120000,2.258000,0.632000,2.537000,0.354000,1.225000,0.660000,0.673000,3.461000,0.920000,1.082000,-0.031000,-0.031000,0.095000
11.968,0.153000,2.258000,0.533000,2.537000,0.230000,1.291000,0.541000,0.640000,3.361000,0.953000,1.114000,-0.031000,0.031000,0.000000
12.020,0.153000,2.360000,0.533000,2.636000,0.230000,1.323000,0.595000,0.738000,3.394000,0.985000,1.049000,-0.031000,0.071000,0.000000
12.086,0.153000,2.224000,0.533000,2.571000,0.230000,1.225000,0.888000,0.673000,3.394000,0.985000,1.049000,0.030000,0.000000,0.032000
12.204,0.219000,2.258000,0.668000,2.603000,0.321000,1.258000,0.660000,0.640000,3.394000,0.953000,1.082000,0.061000,-0.031000,0.032000
12.247,0.120000,2.258000,0.668000,2.569000,0.263000,1.225000,0.562000,0.640000,3.454000,0.953000,1.114000,-0.031000,0.061000,0.032000
12.306,0.186000,2.395000,0.668000,2.670000,0.263000,1.323000,0.562000,0.673000,3.394000,0.953000,1.147000,-0.031000,0.031000,0.000000
12.391,0.153000,2.292000,0.601000,2.571000,0.263000,1.225000,0.562000,0.705000,3.394000,1.018000,1.049000,0.061000,0.031000,0.095000
12.456,0.219000,2.292000,0.702000,2.571000,0.354000,1.225000,0.606000,0.640000,3.394000,1.018000,1.082000,0.030000,0.000000,0.032000
12.501,0.186000,2.292000,0.601000,2.603000,0.230000,1.225000,0.627000,0.640000,3.487000,0.953000,1.147000,0.000000,0.102000,0.000000
12.568,0.153000,2.360000,0.601000,2.670000,0.230000,1.225000,0.627000,0.673000,3.454000,0.953000,1.017000,0.000000,-0.031000,0.000000
12.626,0.120000,2.258000,0.601000,2.571000,0.263000,1.291000,0.921000,0.705000,3.394000,1.051000,1.082000,0.092000,0.000000,0.000000
12.673,0.186000,2.258000,0.632000,2.537000,0.486000,1.225000,0.562000,0.705000,3.394000,0.953000,1.082000,0.000000,0.031000,0.032000
12.751,0.120000,2.258000,0.567000,2.571000,0.321000,1.193000,0.627000,0.640000,3.487000,0.953000,1.180000,-0.031000,0.031000,0.000000
12.790,0.120000,2.258000,0.567000,2.571000,0.354000,1.193000,0.595000,0.640000,3.394000,0.985000,1.049000,-0.031000,0.031000,-0.031000
12.886,0.153000,2.258000,0.770000,2.636000,0.230000,1.291000,0.562000,0.738000,3.394000,1.051000,1.049000,0.030000,0.000000,0.000000
12.935,0.186000,2.258000,0.601000,2.537000,0.230000,1.291000,0.562000,0.673000,3.394000,0.953000,1.049000,0.030000,0.000000,0.032000
12.975,0.153000,2.566000,0.632000,2.569000,0.354000,1.225000,0.692000,0.640000,3.461000,0.953000,1.082000,-0.031000,0.000000,0.063000
13.034,0.120000,2.258000,0.567000,2.571000,0.255000,1.225000,0.562000,0.673000,3.361000,0.953000,1.082000,-0.031000,0.031000,0.000000
13.095,0.153000,2.395000,0.567000,2.636000,0.263000,1.323000,0.595000,0.738000,3.394000,0.953000,1.049000,-0.031000,0.102000,0.000000
13.171,0.153000,2.258000,0.601000,2.636000,0.263000,1.258000,0.595000,0.640000,3.394000,0.985000,1.278000,0.030000,0.000000,0.032000
13.171,0.219000,2.258000,0.632000,2.571000,0.354000,1.225000,0.660000,0.640000,3.394000,0.953000,1.049000,0.030000,0.031000,0.000000
13.214,0.120000,2.258000,0.634000,2.571000,0.230000,1.225000,0.562000,0.640000,3.427000,0.953000,1.114000,-0.031000,0.071000,0.000000
13.281,0.120000,2.360000,0.567000,2.670000,0.263000,1.323000,0.562000,0.673000,3.361000,0.920000,1.082000,-0.031000,0.000000,0.000000
13.322,0.120000,2.258000,0.601000,2.571000,0.288000,1.225000,0.529000,0.705000,3.361000,0.985000,1.017000,0.030000,0.000000,0.063000
13.408,0.186000,2.258000,0.632000,2.569000,0.321000,1.193000,0.573000,0.640000,3.361000,0.985000,1.049000,0.030000,0.000000,0.000000
13.472,0.120000,2.258000,0.601000,2.571000,0.263000,1.193000,0.627000,0.640000,3.461000,0.920000,1.147000,0.000000,0.102000,0.000000
13.508,0.120000,2.360000,0.567000,2.636000,0.230000,1.225000,0.627000,0.640000,3.394000,0.920000,1.017000,0.000000,-0.031000,-0.031000
13.567,0.120000,2.292000,0.601000,2.537000,0.255000,1.258000,0.562000,0.705000,3.394000,1.018000,1.082000,0.061000,0.000000,0.000000
13.677,0.186000,2.258000,0.668000,2.537000,0.288000,1.225000,0.573000,0.705000,3.394000,0.953000,1.049000,-0.031000,0.000000,0.000000
13.687,0.120000,2.258000,0.598000,2.537000,0.321000,1.193000,0.627000,0.673000,3.461000,0.953000,1.147000,-0.031000,0.031000,-0.031000
13.770,0.120000,2.258000,0.601000,2.571000,0.230000,1.193000,0.606000,0.640000,3.361000,0.953000,1.049000,-0.031000,0.031000,-0.031000
13.819,0.120000,2.258000,0.601000,2.603000,0.230000,1.291000,0.562000,0.738000,3.394000,1.018000,1.017000,0.000000,0.000000,-0.031000
13.873,0.120000,2.224000,0.601000,2.537000,0.230000,1.225000,0.562000,0.673000,3.394000,0.920000,1.049000,0.000000,0.000000,0.032000
13.950,0.120000,2.258000,0.668000,2.569000,0.354000,1.258000,0.660000,0.673000,3.461000,0.920000,1.049000,-0.031000,-0.031000,0.063000
14.009,0.120000,2.224000,0.634000,2.571000,0.288000,1.225000,0.529000,0.673000,3.361000,0.920000,1.049000,-0.031000,0.031000,-0.031000
14.128,0.120000,2.326000,0.601000,2.636000,0.230000,1.323000,0.562000,0.738000,3.361000,0.920000,1.017000,-0.031000,0.102000,-0.031000
14.180,0.120000,2.190000,0.601000,2.571000,0.230000,1.193000,0.888000,0.608000,3.361000,0.953000,1.017000,0.000000,0.031000,0.032000
14.236,0.219000,2.224000,0.702000,2.571000,0.321000,1.225000,0.660000,0.640000,3.361000,0.920000,1.017000,0.092000,-0.031000,0.000000
14.293,0.088000,2.224000,0.601000,2.537000,0.230000,1.605000,0.595000,0.640000,3.394000,0.920000,1.082000,-0.031000,0.071000,0.000000
14.360,0.088000,2.326000,0.567000,2.636000,0.230000,1.323000,0.529000,0.640000,3.361000,0.920000,1.049000,-0.031000,0.000000,0.000000
14.410,0.120000,2.224000,0.601000,2.571000,0.263000,1.225000,0.529000,0.705000,3.328000,0.985000,1.017000,0.061000,0.000000,0.095000
14.474,0.186000,2.224000,0.702000,2.537000,0.321000,1.193000,0.562000,0.608000,3.328000,0.920000,1.017000,-0.062000,0.000000,-0.031000
14.537,0.088000,2.190000,0.601000,2.874000,0.230000,1.225000,0.606000,0.640000,3.394000,0.888000,1.082000,-0.031000,0.102000,-0.031000
14.610,0.088000,2.292000,0.601000,2.636000,0.230000,1.225000,0.541000,0.608000,3.361000,0.888000,1.017000,0.000000,-0.031000,-0.031000
14.671,0.088000,2.190000,0.598000,2.503000,0.230000,1.291000,0.529000,0.705000,3.328000,0.985000,1.017000,0.061000,-0.031000,0.000000
14.730,0.186000,2.224000,0.668000,2.537000,0.230000,1.193000,0.529000,0.640000,3.328000,0.888000,1.049000,-0.031000,0.000000,-0.031000
14.769,0.088000,2.224000,0.567000,2.537000,0.321000,1.225000,0.627000,0.608000,3.454000,0.920000,1.114000,-0.031000,0.000000,-0.031000
14.832,0.088000,2.224000,0.567000,2.537000,0.230000,1.193000,0.627000,0.673000,3.328000,0.920000,1.017000,-0.031000,0.000000,-0.031000
14.927,0.088000,2.190000,0.567000,2.603000,0.585000,1.323000,0.529000,0.705000,3.361000,0.985000,1.017000,0.000000,-0.031000,-0.031000
14.959,0.153000,2.190000,0.598000,2.670000,0.230000,1.258000,0.529000,0.608000,3.361000,0.888000,1.017000,0.000000,-0.031000,0.032000
15.023,0.088000,2.190000,0.668000,2.537000,0.354000,1.225000,0.660000,0.640000,3.394000,0.888000,1.017000,-0.031000,0.000000,0.063000
15.080,0.219000,2.224000,0.601000,2.537000,0.263000,1.193000,0.529000,0.956000,3.361000,0.920000,1.049000,-0.031000,0.040000,0.000000
15.082,0.120000,2.326000,0.567000,2.636000,0.263000,1.356000,0.562000,0.803000,3.328000,0.920000,1.017000,-0.031000,0.133000,-0.031000
15.140,0.120000,2.190000,0.567000,2.569000,0.230000,1.225000,0.562000,0.640000,3.328000,0.953000,1.017000,0.030000,0.000000,0.032000
15.197,0.186000,2.190000,0.668000,2.571000,0.288000,1.225000,0.627000,0.608000,3.361000,0.888000,1.017000,0.092000,0.000000,-0.031000
15.271,0.055000,2.190000,0.598000,2.571000,0.255000,1.225000,0.541000,0.640000,3.361000,0.888000,1.082000,-0.031000,0.071000,0.000000
15.308,0.088000,2.292000,0.601000,2.670000,0.263000,1.291000,0.562000,0.673000,3.328000,0.888000,1.082000,-0.031000,0.031000,0.000000
15.387,0.088000,2.224000,0.634000,2.571000,0.263000,1.193000,0.921000,0.705000,3.328000,0.953000,1.017000,0.061000,0.000000,0.063000
15.430,0.153000,2.224000,0.632000,2.569000,0.321000,1.193000,0.562000,0.640000,3.295000,0.920000,1.017000,-0.031000,0.000000,0.000000
15.516,0.088000,2.190000,0.567000,2.571000,0.230000,1.193000,0.627000,0.608000,3.394000,0.888000,1.082000,-0.031000,0.071000,-0.031000
15.552,0.088000,2.292000,0.567000,2.603000,0.230000,1.225000,0.529000,0.640000,3.394000,0.920000,1.017000,0.000000,0.031000,0.000000
15.628,0.055000,2.190000,0.601000,2.537000,0.230000,1.291000,0.562000,0.738000,3.295000,1.018000,1.017000,0.061000,-0.031000,0.000000
15.689,0.153000,2.224000,0.634000,2.537000,0.263000,1.193000,0.541000,0.640000,3.295000,0.888000,1.017000,-0.062000,0.000000,-0.062000
15.740,0.055000,2.190000,0.533000,2.537000,0.321000,1.193000,0.627000,0.673000,3.394000,0.920000,1.114000,-0.031000,0.000000,-0.031000
15.787,0.055000,2.190000,0.567000,2.537000,0.230000,1.193000,0.606000,0.608000,3.328000,0.920000,1.017000,-0.031000,0.000000,0.000000
15.862,0.088000,2.190000,0.533000,2.603000,0.230000,1.291000,0.529000,0.705000,3.328000,0.985000,0.984000,0.000000,-0.031000,-0.031000
15.954,0.088000,2.326000,0.598000,2.537000,0.230000,1.225000,0.562000,0.640000,3.361000,0.888000,1.017000,-0.031000,0.000000,0.032000
16.032,0.088000,2.497000,0.702000,2.537000,0.354000,1.225000,0.660000,0.640000,3.454000,0.888000,1.049000,-0.031000,-0.031000,0.032000
16.117,0.088000,2.224000,0.601000,2.571000,0.288000,1.193000,0.562000,1.022000,3.328000,0.920000,1.082000,-0.031000,0.092000,-0.031000
16.168,0.055000,2.326000,0.601000,2.670000,0.230000,1.323000,0.562000,0.705000,3.328000,0.953000,1.017000,-0.031000,0.031000,-0.031000
16.227,0.088000,2.429000,0.601000,2.571000,0.230000,1.193000,0.595000,0.640000,3.328000,0.985000,1.017000,0.061000,0.000000,0.063000
16.280,0.186000,2.190000,0.702000,2.603000,0.354000,1.225000,0.660000,0.640000,3.328000,0.888000,0.984000,0.000000,0.000000,0.032000
16.329,0.055000,2.190000,0.634000,2.537000,0.263000,1.225000,0.562000,0.608000,3.394000,0.888000,1.082000,-0.031000,0.071000,0.000000
16.398,0.055000,2.292000,0.634000,2.603000,0.263000,1.323000,0.562000,0.673000,3.328000,0.888000,0.984000,-0.031000,0.031000,0.000000
16.498,0.088000,2.224000,0.601000,2.537000,0.263000,1.193000,0.562000,0.705000,3.295000,0.985000,0.984000,0.061000,0.000000,0.063000
16.530,0.186000,2.258000,0.666000,2.571000,0.288000,1.193000,0.562000,0.608000,3.295000,0.888000,1.017000,-0.031000,0.000000,-0.031000
16.589,0.088000,2.190000,0.601000,2.571000,0.263000,1.193000,0.627000,0.608000,3.394000,0.888000,1.114000,0.000000,0.071000,-0.031000
16.637,0.088000,2.224000,0.567000,2.571000,0.230000,1.225000,0.541000,0.608000,3.361000,0.888000,1.017000,0.000000,-0.031000,0.000000
16.692,0.088000,2.190000,0.601000,2.537000,0.230000,1.291000,0.529000,0.738000,3.295000,1.018000,1.017000,0.061000,-0.031000,0.000000
16.782,0.153000,2.190000,0.567000,2.537000,0.230000,1.193000,0.508000,0.673000,3.295000,0.888000,1.017000,-0.031000,0.000000,-0.062000
16.812,0.055000,2.190000,0.567000,2.571000,0.354000,1.193000,0.660000,0.608000,3.394000,0.920000,1.114000,-0.062000,0.000000,0.000000
16.878,0.088000,2.224000,0.567000,2.537000,0.230000,1.193000,0.573000,0.608000,3.328000,0.920000,0.984000,-0.031000,-0.031000,-0.031000
16.943,0.055000,2.190000,0.601000,2.670000,0.197000,1.291000,0.529000,0.705000,3.328000,1.018000,0.984000,0.000000,0.071000,-0.031000
16.986,0.153000,2.224000,0.601000,2.537000,0.230000,1.258000,0.562000,0.608000,3.328000,0.888000,1.017000,-0.031000,0.000000,0.032000
17.002,0.055000,2.429000,0.668000,2.537000,0.354000,1.193000,0.660000,0.640000,3.394000,0.920000,1.017000,-0.031000,0.000000,0.032000
17.071,0.055000,2.190000,0.601000,2.537000,0.263000,1.193000,0.541000,0.640000,3.295000,0.888000,1.017000,-0.031000,0.071000,-0.031000
17.114,0.088000,2.360000,0.601000,2.670000,0.197000,1.291000,0.562000,0.673000,3.295000,0.920000,0.984000,-0.031000,0.031000,-0.031000
17.173,0.088000,2.190000,0.601000,2.603000,0.230000,1.193000,0.562000,0.608000,3.295000,0.888000,0.984000,0.061000,0.000000,0.063000
17.261,0.186000,2.326000,0.668000,2.537000,0.321000,1.225000,0.660000,0.608000,3.328000,0.888000,0.984000,-0.031000,-0.031000,-0.031000
17.358,0.055000,2.190000,0.634000,2.537000,0.230000,1.225000,0.541000,0.608000,3.394000,0.888000,1.114000,-0.031000,0.071000,0.000000
17.364,0.055000,2.258000,0.601000,2.603000,0.230000,1.258000,0.529000,0.640000,3.295000,0.888000,1.017000,-0.031000,-0.031000,-0.031000
17.449,0.088000,2.224000,0.598000,2.537000,0.263000,1.193000,0.541000,0.738000,3.295000,1.018000,0.984000,0.092000,0.000000,0.063000
17.488,0.153000,2.224000,0.668000,2.571000,0.321000,1.193000,0.562000,0.608000,3.295000,0.888000,0.984000,-0.031000,0.000000,-0.031000
17.538,0.055000,2.224000,0.601000,2.571000,0.230000,1.193000,0.660000,0.608000,3.394000,0.888000,1.114000,0.000000,0.071000,-0.031000
17.595,0.088000,2.224000,0.601000,2.571000,0.387000,1.225000,0.541000,0.608000,3.328000,0.888000,0.984000,0.000000,-0.031000,0.000000
17.655,0.088000,2.156000,0.871000,2.571000,0.263000,1.356000,0.529000,0.738000,3.295000,0.985000,1.017000,0.061000,-0.031000,0.000000
17.717,0.088000,2.326000,0.634000,2.537000,0.263000,1.193000,0.529000,0.640000,3.295000,0.888000,1.017000,-0.031000,0.000000,-0.031000
17.775,0.088000,2.497000,0.598000,2.537000,0.354000,1.193000,0.692000,0.608000,3.394000,0.920000,1.082000,-0.031000,0.000000,-0.031000
17.831,0.088000,2.224000,0.601000,2.571000,0.230000,1.193000,0.573000,0.640000,3.295000,0.920000,0.984000,-0.031000,-0.031000,-0.031000
17.954,0.055000,2.190000,0.601000,2.670000,0.197000,1.323000,0.529000,0.705000,3.328000,0.953000,0.984000,0.000000,-0.031000,-0.031000
18.084,0.088000,2.224000,0.634000,2.537000,0.230000,1.225000,0.573000,0.640000,3.553000,0.888000,1.017000,-0.031000,0.000000,0.063000
18.120,0.055000,2.190000,0.702000,2.537000,0.354000,1.193000,0.660000,0.673000,3.328000,0.888000,1.017000,-0.031000,0.000000,0.032000
18.134,0.055000,2.224000,0.601000,2.537000,0.263000,1.193000,0.529000,0.640000,3.295000,0.888000,0.984000,-0.031000,0.102000,-0.031000
18.195,0.088000,2.292000,0.567000,2.636000,0.230000,1.291000,0.562000,0.673000,3.295000,0.920000,0.984000,-0.031000,0.031000,-0.031000
18.274,0.055000,2.156000,0.601000,2.569000,0.263000,1.193000,0.562000,0.640000,3.295000,0.888000,1.333000,0.092000,0.000000,0.063000
18.329,0.186000,2.531000,0.634000,2.569000,0.288000,1.225000,0.606000,0.608000,3.328000,0.888000,0.984000,0.030000,-0.031000,0.000000
18.392,0.022000,2.190000,0.601000,2.571000,0.230000,1.193000,0.541000,0.640000,3.295000,0.888000,1.147000,-0.031000,0.071000,0.000000
18.439,0.055000,2.224000,0.601000,2.603000,0.263000,1.225000,0.692000,0.640000,3.295000,0.888000,1.017000,-0.031000,0.000000,-0.031000
18.500,0.055000,2.190000,0.601000,2.537000,0.618000,1.160000,0.855000,0.608000,3.295000,1.018000,0.984000,0.061000,0.000000,0.126000
18.559,0.120000,2.156000,0.634000,2.537000,0.230000,1.193000,0.725000,0.640000,3.295000,0.920000,0.984000,0.000000,0.000000,-0.031000
18.617,0.088000,2.224000,0.601000,2.571000,0.222000,1.225000,0.541000,0.608000,3.427000,0.888000,1.114000,0.000000,0.102000,-0.031000
18.697,0.055000,2.156000,0.736000,2.636000,0.230000,1.225000,0.573000,0.608000,3.328000,0.888000,1.017000,0.000000,-0.031000,0.000000
18.798,0.120000,2.156000,0.871000,2.571000,0.230000,1.193000,0.562000,0.705000,3.295000,0.985000,1.017000,0.061000,-0.031000,0.000000
18.800,0.088000,2.326000,0.668000,2.537000,0.263000,1.193000,0.541000,0.673000,3.295000,0.888000,1.017000,-0.031000,0.031000,-0.031000
18.880,0.055000,2.190000,0.598000,2.569000,0.387000,1.193000,0.725000,0.640000,3.394000,0.920000,1.049000,-0.031000,0.000000,-0.031000
18.915,0.055000,2.156000,0.567000,2.571000,0.230000,1.193000,0.573000,0.608000,3.295000,0.920000,0.984000,-0.031000,-0.031000,-0.031000
18.915,0.088000,2.122000,0.736000,2.636000,0.230000,1.323000,0.508000,0.673000,3.295000,0.953000,0.984000,0.000000,-0.031000,-0.031000
18.992,0.055000,2.156000,0.601000,2.537000,0.230000,1.225000,0.541000,0.640000,3.328000,0.888000,1.017000,-0.031000,0.000000,0.063000
19.036,0.055000,2.326000,0.668000,2.537000,0.321000,1.193000,0.595000,0.640000,3.394000,0.888000,1.017000,-0.031000,0.000000,0.000000
19.115,0.055000,2.190000,0.598000,2.537000,0.230000,1.225000,0.529000,0.640000,3.328000,0.888000,0.984000,-0.062000,0.102000,-0.031000
19.190,0.055000,2.326000,0.601000,2.636000,0.230000,1.291000,0.562000,0.673000,3.295000,0.920000,0.984000,-0.031000,0.000000,-0.031000
19.247,0.055000,2.156000,0.601000,2.571000,0.263000,1.193000,0.921000,0.608000,3.295000,0.888000,0.984000,0.092000,0.000000,0.063000
19.280,0.120000,2.156000,0.668000,2.537000,0.230000,1.225000,0.573000,0.608000,3.328000,0.888000,0.984000,-0.031000,-0.031000,-0.031000
19.365,0.055000,2.190000,0.634000,2.603000,0.230000,1.225000,0.541000,0.608000,3.295000,0.888000,1.114000,-0.031000,0.071000,0.000000
19.399,0.055000,2.224000,0.601000,2.636000,0.263000,1.258000,0.541000,0.640000,3.295000,0.888000,1.017000,-0.031000,-0.031000,0.000000
19.479,0.088000,2.190000,0.634000,2.537000,0.263000,1.193000,0.529000,0.608000,3.620000,1.018000,0.984000,0.061000,0.000000,0.095000
19.537,0.120000,2.360000,0.634000,2.571000,0.197000,1.193000,0.573000,0.608000,3.295000,0.920000,1.017000,-0.031000,0.000000,-0.031000
19.596,0.088000,2.224000,0.601000,2.537000,0.230000,1.193000,0.541000,0.608000,3.427000,0.855000,1.049000,-0.031000,0.031000,0.063000
19.638,0.022000,2.224000,0.634000,2.571000,0.230000,1.193000,0.855000,0.608000,3.328000,0.888000,0.984000,0.000000,-0.031000,0.000000
19.718,0.120000,2.156000,0.601000,2.537000,0.585000,1.225000,0.529000,0.738000,3.295000,0.953000,1.017000,-0.031000,0.000000,-0.031000
19.790,0.055000,2.190000,0.634000,2.537000,0.263000,1.193000,0.541000,0.673000,3.328000,0.888000,1.049000,-0.031000,0.031000,-0.031000
19.902,0.055000,2.190000,0.634000,2.569000,0.230000,1.193000,0.692000,0.608000,3.394000,0.920000,0.984000,-0.062000,0.000000,-0.031000
19.955,0.055000,2.224000,0.634000,2.571000,0.230000,1.193000,0.595000,0.640000,3.295000,0.953000,0.984000,0.000000,-0.031000,-0.031000
20.008,0.055000,2.156000,0.634000,2.571000,0.255000,1.323000,0.562000,0.640000,3.361000,0.888000,1.017000,0.000000,0.000000,0.000000
20.064,0.055000,2.190000,0.634000,2.537000,0.263000,1.225000,0.573000,0.673000,3.394000,0.888000,1.017000,-0.031000,0.000000,0.126000
20.144,0.055000,2.156000,0.601000,2.537000,0.288000,1.193000,0.660000,0.673000,3.361000,0.888000,1.049000,-0.031000,0.000000,0.000000
20.184,0.055000,2.190000,0.601000,2.571000,0.222000,1.225000,0.529000,0.705000,3.295000,0.888000,0.984000,-0.062000,0.102000,-0.031000
20.267,0.055000,2.156000,0.601000,2.636000,0.230000,1.225000,0.562000,0.640000,3.295000,0.920000,0.984000,-0.031000,0.000000,-0.031000
20.296,0.120000,2.156000,0.634000,2.571000,0.288000,1.193000,0.562000,0.608000,3.328000,0.888000,0.984000,0.092000,0.000000,0.063000
20.381,0.055000,2.156000,0.668000,2.537000,0.255000,1.225000,0.606000,0.608000,3.328000,0.888000,1.017000,0.000000,0.000000,0.000000
20.428,0.055000,2.190000,0.601000,2.603000,0.230000,1.225000,0.562000,0.640000,3.262000,0.888000,1.180000,-0.031000,0.071000,0.000000
20.498,0.055000,2.258000,0.601000,2.603000,0.263000,1.258000,0.541000,0.640000,3.262000,0.920000,1.017000,-0.031000,0.000000,0.000000
20.568,0.088000,2.190000,0.666000,2.537000,0.197000,1.193000,0.595000,0.608000,3.295000,1.018000,0.984000,0.061000,0.000000,0.063000
20.633,0.088000,2.156000,0.601000,2.738000,0.288000,1.193000,0.573000,0.608000,3.295000,0.920000,1.017000,0.000000,0.000000,0.000000
20.670,0.088000,2.258000,0.634000,2.569000,0.230000,1.573000,0.541000,0.640000,3.394000,0.888000,1.017000,0.000000,0.031000,-0.031000
20.721,0.055000,2.156000,0.634000,2.537000,0.519000,1.225000,0.541000,0.640000,3.328000,0.920000,1.017000,0.000000,-0.031000,0.000000
20.799,0.120000,2.190000,0.634000,2.537000,0.263000,1.193000,0.541000,0.705000,3.295000,0.920000,1.114000,-0.031000,-0.031000,0.000000
20.845,0.055000,2.463000,0.601000,2.537000,0.230000,1.193000,0.562000,0.673000,3.394000,0.920000,1.082000,-0.031000,0.031000,-0.031000
20.845,0.088000,2.497000,0.634000,2.537000,0.230000,1.193000,0.660000,0.608000,3.328000,0.920000,1.017000,-0.031000,0.000000,-0.031000
20.899,0.088000,2.156000,0.601000,2.571000,0.230000,1.225000,0.562000,0.673000,3.295000,0.953000,1.017000,0.000000,-0.031000,-0.031000
20.997,0.055000,2.156000,0.634000,2.537000,0.197000,1.323000,0.529000,0.673000,3.328000,0.855000,0.984000,0.000000,0.000000,0.000000
21.022,0.022000,2.497000,0.634000,2.537000,0.263000,1.258000,0.606000,0.608000,3.361000,0.888000,1.017000,-0.031000,0.000000,0.095000
21.077,0.055000,2.190000,0.601000,2.571000,0.288000,1.193000,0.573000,0.640000,3.262000,0.888000,1.049000,0.227000,0.000000,0.000000
21.132,0.055000,2.190000,0.634000,2.571000,0.263000,1.258000,0.529000,0.705000,3.295000,0.920000,0.984000,-0.031000,0.133000,-0.031000
21.202,0.055000,2.190000,0.601000,2.603000,0.230000,1.225000,0.573000,0.640000,3.295000,0.920000,0.984000,-0.031000,0.031000,-0.031000
21.284,0.120000,2.156000,0.632000,2.569000,0.321000,1.193000,0.660000,0.608000,3.328000,0.888000,0.984000,0.092000,0.000000,0.032000
21.364,0.055000,2.156000,0.702000,2.537000,0.197000,1.225000,0.541000,0.608000,3.295000,1.181000,1.017000,-0.031000,0.000000,-0.031000
21.381,0.186000,2.190000,0.634000,2.603000,0.230000,1.225000,0.529000,0.989000,3.262000,0.888000,1.147000,-0.062000,0.071000,0.000000
21.444,0.055000,2.190000,0.601000,2.537000,0.263000,1.193000,0.541000,0.640000,3.586000,0.888000,1.049000,-0.031000,0.000000,0.000000
21.513,0.120000,2.190000,0.634000,2.537000,0.263000,1.193000,0.562000,0.608000,3.295000,0.985000,0.984000,0.000000,0.000000,0.032000
21.562,0.088000,2.156000,0.634000,2.537000,0.197000,1.193000,0.562000,0.608000,3.295000,0.920000,1.017000,-0.031000,0.031000,-0.031000
21.608,0.055000,2.224000,0.601000,2.537000,0.230000,1.225000,0.541000,0.956000,3.427000,0.888000,1.082000,-0.031000,0.031000,0.000000
21.704,0.055000,2.156000,0.634000,2.537000,0.230000,1.225000,0.541000,0.640000,3.328000,0.920000,0.984000,0.030000,-0.031000,0.000000
21.799,0.120000,2.224000,0.634000,2.571000,0.263000,1.193000,0.541000,0.705000,3.295000,0.920000,1.017000,-0.031000,0.000000,0.000000
